"inv_date","total","cus_name","currency"
"2022-11-01 00:00:00+00","0","Platelet Immunology Lab","CAD"
"2022-11-01 00:00:00+00","34500","Shanghai Xinke","USD"
"2022-11-01 00:00:00+00","50150","Theragenics","USD"
"2022-11-01 00:00:00+00","0","Valliant Group","CAD"
"2022-11-01 00:00:00+00","1250","Van Overeem","USD"
"2022-11-01 00:00:00+00","750","ViTrax","USD"
"2022-12-01 00:00:00+00","8750","Bard","USD"
"2022-12-01 00:00:00+00","28600","Bebig","USD"
"2022-12-01 00:00:00+00","250","Best","USD"
"2022-12-01 00:00:00+00","40200","BZ","USD"
"2022-12-01 00:00:00+00","41450","CIRC","USD"
"2022-12-01 00:00:00+00","23600","HTA","USD"
"2022-12-01 00:00:00+00","1800","Immunotech","USD"
"2022-12-01 00:00:00+00","35000","IsoAid","USD"
"2022-12-01 00:00:00+00","35246","IsoSolutions - Seeds Medical","USD"
"2022-12-01 00:00:00+00","1500","Iso-Tex Diagnostics","USD"
"2022-12-01 00:00:00+00","0","Material Science & Engineering","CAD"
"2022-12-01 00:00:00+00","900","Mayo Clinic","USD"
"2022-12-01 00:00:00+00","750","MP Biomedicals","USD"
"2022-12-01 00:00:00+00","9360","PerkinElmer","USD"
"2022-12-01 00:00:00+00","1800","SesmaAb","USD"
"2022-12-01 00:00:00+00","34500","Shanghai Xinke","USD"
"2022-12-01 00:00:00+00","7800","SolidPhase","USD"
"2022-12-01 00:00:00+00","31400","Theragenics","USD"
"2022-12-01 00:00:00+00","2500","Van Overeem","USD"
"2023-01-01 00:00:00+00","900","American Radiolabeled Chemicals","USD"
"2023-01-01 00:00:00+00","23000","Bebig","USD"
"2023-01-01 00:00:00+00","200","Best","USD"
"2023-01-01 00:00:00+00","16080","BZ","USD"
"2023-01-01 00:00:00+00","32514","CIRC","USD"
"2023-01-01 00:00:00+00","33600","HTA","USD"
"2023-01-01 00:00:00+00","3600","Immunotech","USD"
"2023-01-01 00:00:00+00","35000","IsoAid","USD"
"2023-01-01 00:00:00+00","750","Iso-Tex Diagnostics","USD"
"2023-01-01 00:00:00+00","3600","Laboratorios Bacon S.A.","USD"
"2023-01-01 00:00:00+00","0","Material Science & Engineering","CAD"
"2023-01-01 00:00:00+00","900","Mayo Clinic","USD"
"2023-01-01 00:00:00+00","750","MP Biomedicals","USD"
"2023-01-01 00:00:00+00","6240","PerkinElmer","USD"
"2023-01-01 00:00:00+00","0","Platelet Immunology Lab","CAD"
"2023-01-01 00:00:00+00","11500","Shanghai Xinke","USD"
"2023-01-01 00:00:00+00","84375","Theragenics","USD"
"2023-01-01 00:00:00+00","0","Valliant Group","CAD"
"2023-01-01 00:00:00+00","1950","Van Overeem","USD"
