"inv_date","total","cus_name","currency"
"2014-03-01 00:00:00+00",0,"Valliant Group","CAD"
"2014-04-01 00:00:00+00",1200,"Anazao Health","USD"
"2014-04-01 00:00:00+00",7800,"Bebig","USD"
"2014-04-01 00:00:00+00",20000,"Best","USD"
"2014-04-01 00:00:00+00",50250,"BZ","USD"
"2014-04-01 00:00:00+00",0,"Chemical Engineering","CAD"
"2014-04-01 00:00:00+00",0,"Guangzhou Diqi Trading Co., Ltd","USD"
"2014-04-01 00:00:00+00",550,"Immunalysis Corporation","USD"
"2014-04-01 00:00:00+00",19200,"IsoAid","USD"
"2014-04-01 00:00:00+00",6861,"IsoSolutions","USD"
"2014-04-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2014-04-01 00:00:00+00",17100,"Medi Physics Inc. dba GE Healthcare","USD"
"2014-04-01 00:00:00+00",1440,"MP Biomedicals","USD"
"2014-04-01 00:00:00+00",26400,"PerkinElmer","USD"
"2014-04-01 00:00:00+00",36000,"Shanghai Xinke","USD"
"2014-04-01 00:00:00+00",40000,"Theragenics","USD"
"2014-04-01 00:00:00+00",0,"Valliant Group","CAD"
"2014-04-01 00:00:00+00",550,"ViTrax","USD"
"2014-05-01 00:00:00+00",200,"AtomVie","CAD"
"2014-05-01 00:00:00+00",7800,"Bebig","USD"
"2014-05-01 00:00:00+00",20000,"Best","USD"
"2014-05-01 00:00:00+00",20100,"BZ","USD"
"2014-05-01 00:00:00+00",19200,"IsoAid","USD"
"2014-05-01 00:00:00+00",1200,"Iso-Ray - Anazao Health","USD"
"2014-05-01 00:00:00+00",6861,"IsoSolutions","USD"
"2014-05-01 00:00:00+00",7050,"IsoSolutions - Jaco","USD"
"2014-05-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2014-05-01 00:00:00+00",3600,"Laboratorios Bacon S.A.","USD"
"2014-05-01 00:00:00+00",56700,"Medi Physics Inc. dba GE Healthcare","USD"
"2014-05-01 00:00:00+00",26400,"PerkinElmer","USD"
"2014-05-01 00:00:00+00",0,"Platelet Immunology Lab","CAD"
"2014-05-01 00:00:00+00",36000,"Shanghai Xinke","USD"
"2014-05-01 00:00:00+00",30000,"Theragenics","USD"
"2014-05-01 00:00:00+00",150,"Valliant Group","CAD"
"2014-06-01 00:00:00+00",150,"AtomVie","CAD"
"2014-06-01 00:00:00+00",7800,"Bebig","USD"
"2014-06-01 00:00:00+00",25000,"Best","USD"
"2014-06-01 00:00:00+00",44220,"BZ","USD"
"2014-06-01 00:00:00+00",0,"Henderson Research Centre","CAD"
"2014-06-01 00:00:00+00",22800,"IsoAid","USD"
"2014-06-01 00:00:00+00",1200,"Iso-Ray - Anazao Health","USD"
"2014-06-01 00:00:00+00",6861,"IsoSolutions","USD"
"2014-06-01 00:00:00+00",3564,"IsoSolutions - Jaco","USD"
"2014-06-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2014-06-01 00:00:00+00",550,"IVD Technologies","USD"
"2014-06-01 00:00:00+00",3600,"Laboratorios Bacon S.A.","USD"
"2014-06-01 00:00:00+00",84600,"Medi Physics Inc. dba GE Healthcare","USD"
"2014-06-01 00:00:00+00",1100,"MP Biomedicals","USD"
"2014-06-01 00:00:00+00",26400,"PerkinElmer","USD"
"2014-06-01 00:00:00+00",0,"Platelet Immunology Lab","CAD"
"2014-06-01 00:00:00+00",36000,"Shanghai Xinke","USD"
"2014-06-01 00:00:00+00",30000,"Theragenics","USD"
"2014-06-01 00:00:00+00",0,"U of Southern California","USD"
"2014-06-01 00:00:00+00",150,"Valliant Group","CAD"
"2014-06-01 00:00:00+00",550,"ViTrax","USD"
"2014-07-01 00:00:00+00",250,"AtomVie","CAD"
"2014-07-01 00:00:00+00",7800,"Bebig","USD"
"2014-07-01 00:00:00+00",20000,"Best","USD"
"2014-07-01 00:00:00+00",86430,"BZ","USD"
"2014-07-01 00:00:00+00",0,"Henderson Research Centre","CAD"
"2014-07-01 00:00:00+00",24000,"IsoAid","USD"
"2014-07-01 00:00:00+00",13524,"IsoSolutions - Jaco","USD"
"2014-07-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2014-07-01 00:00:00+00",3600,"Laboratorios Bacon S.A.","USD"
"2014-07-01 00:00:00+00",56700,"Medi Physics Inc. dba GE Healthcare","USD"
"2014-07-01 00:00:00+00",1104,"MP Biomedicals","USD"
"2014-07-01 00:00:00+00",0,"Pathology & Molecular Medicine","CAD"
"2014-07-01 00:00:00+00",39600,"PerkinElmer","USD"
"2014-07-01 00:00:00+00",15925,"Shanghai Maoyong Isotope Tech Co. Ltd","USD"
"2014-07-01 00:00:00+00",48000,"Shanghai Xinke","USD"
"2014-07-01 00:00:00+00",40000,"Theragenics","USD"
"2014-08-01 00:00:00+00",250,"AtomVie","CAD"
"2014-08-01 00:00:00+00",7800,"Bebig","USD"
"2014-08-01 00:00:00+00",60300,"Beijing Deyan Xingye Co. Ltd","USD"
"2014-08-01 00:00:00+00",20000,"Best","USD"
"2014-08-01 00:00:00+00",750,"Cisbio","USD"
"2014-08-01 00:00:00+00",0,"HTA","USD"
"2014-08-01 00:00:00+00",14400,"IsoAid","USD"
"2014-08-01 00:00:00+00",0,"IsoSolutions - Seeds Medical","USD"
"2014-08-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2014-08-01 00:00:00+00",550,"IVD Technologies","USD"
"2014-08-01 00:00:00+00",3600,"Laboratorios Bacon S.A.","USD"
"2014-08-01 00:00:00+00",17100,"Medi Physics Inc. dba GE Healthcare","USD"
"2014-08-01 00:00:00+00",1104,"MP Biomedicals","USD"
"2014-08-01 00:00:00+00",0,"Pathology & Molecular Medicine","CAD"
"2014-08-01 00:00:00+00",26400,"PerkinElmer","USD"
"2014-08-01 00:00:00+00",12250,"Shanghai Maoyong Isotope Tech Co. Ltd","USD"
"2014-08-01 00:00:00+00",12000,"Shanghai Xinke","USD"
"2014-08-01 00:00:00+00",40000,"Theragenics","USD"
"2014-08-01 00:00:00+00",550,"ViTrax","USD"
"2014-09-01 00:00:00+00",150,"AtomVie","CAD"
"2014-09-01 00:00:00+00",7800,"Bebig","USD"
"2014-09-01 00:00:00+00",48240,"Beijing Deyan Xingye Co. Ltd","USD"
"2014-09-01 00:00:00+00",25000,"Best","USD"
"2014-09-01 00:00:00+00",20100,"BZ","USD"
"2014-09-01 00:00:00+00",19200,"IsoAid","USD"
"2014-09-01 00:00:00+00",1200,"Iso-Ray - Anazao Health","USD"
"2014-09-01 00:00:00+00",13722,"IsoSolutions","USD"
"2014-09-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2014-09-01 00:00:00+00",17100,"Medi Physics Inc. dba GE Healthcare","USD"
"2014-09-01 00:00:00+00",1104,"MP Biomedicals","USD"
"2014-09-01 00:00:00+00",29700,"PerkinElmer","USD"
"2014-09-01 00:00:00+00",0,"Platelet Immunology Lab","CAD"
"2014-09-01 00:00:00+00",6125,"Shanghai Maoyong Isotope Tech Co. Ltd","USD"
"2014-09-01 00:00:00+00",24000,"Shanghai Xinke","USD"
"2014-09-01 00:00:00+00",42500,"Theragenics","USD"
"2014-10-01 00:00:00+00",-150.0,"AtomVie","CAD"
"2014-10-01 00:00:00+00",15600,"Bebig","USD"
"2014-10-01 00:00:00+00",20000,"Best","USD"
"2014-10-01 00:00:00+00",98490,"BZ","USD"
"2014-10-01 00:00:00+00",750,"Cisbio","USD"
"2014-10-01 00:00:00+00",7425,"Guangzhou Diqi Trading Co., Ltd","USD"
"2014-10-01 00:00:00+00",24000,"IsoAid","USD"
"2014-10-01 00:00:00+00",1200,"Iso-Ray - Anazao Health","USD"
"2014-10-01 00:00:00+00",17451,"Iso-Solutions","USD"
"2014-10-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2014-10-01 00:00:00+00",3600,"Laboratorios Bacon S.A.","USD"
"2014-10-01 00:00:00+00",17100,"Medi Physics Inc. dba GE Healthcare","USD"
"2014-10-01 00:00:00+00",1104,"MP Biomedicals","USD"
"2014-10-01 00:00:00+00",0,"Pathology & Molecular Medicine","CAD"
"2014-10-01 00:00:00+00",23100,"PerkinElmer","USD"
"2014-10-01 00:00:00+00",6125,"Shanghai Maoyong Isotope Tech Co. Ltd","USD"
"2014-10-01 00:00:00+00",36000,"Shanghai Xinke","USD"
"2014-10-01 00:00:00+00",30000,"Theragenics","USD"
"2014-10-01 00:00:00+00",300,"Valliant Group","CAD"
"2014-10-01 00:00:00+00",550,"ViTrax","USD"
"2014-11-01 00:00:00+00",7800,"Bebig","USD"
"2014-11-01 00:00:00+00",20000,"Best","USD"
"2014-11-01 00:00:00+00",68340,"BZ","USD"
"2014-11-01 00:00:00+00",19200,"IsoAid","USD"
"2014-11-01 00:00:00+00",6820,"IsoSolutions - Jaco","USD"
"2014-11-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2014-11-01 00:00:00+00",3600,"Laboratorios Bacon S.A.","USD"
"2014-11-01 00:00:00+00",17100,"Medi Physics Inc. dba GE Healthcare","USD"
"2014-11-01 00:00:00+00",1104,"MP Biomedicals","USD"
"2014-11-01 00:00:00+00",0,"Pathology & Molecular Medicine","CAD"
"2014-11-01 00:00:00+00",29700,"PerkinElmer","USD"
"2014-11-01 00:00:00+00",0,"Platelet Immunology Lab","CAD"
"2014-11-01 00:00:00+00",6125,"Shanghai Maoyong Isotope Tech Co. Ltd","USD"
"2014-11-01 00:00:00+00",36000,"Shanghai Xinke","USD"
"2014-11-01 00:00:00+00",30000,"Theragenics","USD"
"2014-12-01 00:00:00+00",20000,"Best","USD"
"2014-12-01 00:00:00+00",66330,"BZ","USD"
"2014-12-01 00:00:00+00",750,"Cisbio","USD"
"2014-12-01 00:00:00+00",19200,"IsoAid","USD"
"2014-12-01 00:00:00+00",6820,"IsoSolutions - Jaco","USD"
"2014-12-01 00:00:00+00",17451,"IsoSolutions - Seeds Medical","USD"
"2014-12-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2014-12-01 00:00:00+00",17100,"Medi Physics Inc. dba GE Healthcare","USD"
"2014-12-01 00:00:00+00",1656,"MP Biomedicals","USD"
"2014-12-01 00:00:00+00",0,"National Institute of Stds & Tech","USD"
"2014-12-01 00:00:00+00",0,"Pathology & Molecular Medicine","CAD"
"2014-12-01 00:00:00+00",54450,"PerkinElmer","USD"
"2014-12-01 00:00:00+00",6125,"Shanghai Maoyong Isotope Tech Co. Ltd","USD"
"2014-12-01 00:00:00+00",34680,"Shanghai Xinke","USD"
"2014-12-01 00:00:00+00",35000,"Theragenics","USD"
"2015-01-01 00:00:00+00",50,"AtomVie","CAD"
"2015-01-01 00:00:00+00",8000,"Bebig","USD"
"2015-01-01 00:00:00+00",20000,"Best","USD"
"2015-01-01 00:00:00+00",72360,"BZ","USD"
"2015-01-01 00:00:00+00",19200,"IsoAid","USD"
"2015-01-01 00:00:00+00",13640,"IsoSolutions - Jaco","USD"
"2015-01-01 00:00:00+00",11638,"IsoSolutions - Seeds Medical","USD"
"2015-01-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2015-01-01 00:00:00+00",550,"IVD Technologies","USD"
"2015-01-01 00:00:00+00",3600,"Laboratorios Bacon S.A.","USD"
"2015-01-01 00:00:00+00",19800,"Medi Physics Inc. dba GE Healthcare","USD"
"2015-01-01 00:00:00+00",1104,"MP Biomedicals","USD"
"2015-01-01 00:00:00+00",0,"Platelet Immunology Lab","CAD"
"2015-01-01 00:00:00+00",12250,"Shanghai Maoyong Isotope Tech Co. Ltd","USD"
"2015-01-01 00:00:00+00",36000,"Shanghai Xinke","USD"
"2015-01-01 00:00:00+00",15000,"Theragenics","USD"
"2015-01-01 00:00:00+00",0,"Valliant Group","CAD"
"2015-01-01 00:00:00+00",550,"ViTrax","USD"
"2015-02-01 00:00:00+00",175,"AtomVie","CAD"
"2015-02-01 00:00:00+00",8000,"Bebig","USD"
"2015-02-01 00:00:00+00",20000,"Best","USD"
"2015-02-01 00:00:00+00",72360,"BZ","USD"
"2015-02-01 00:00:00+00",1500,"Cisbio","USD"
"2015-02-01 00:00:00+00",0,"Henderson Research Centre","CAD"
"2015-02-01 00:00:00+00",19200,"IsoAid","USD"
"2015-02-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2015-02-01 00:00:00+00",3600,"Laboratorios Bacon S.A.","USD"
"2015-02-01 00:00:00+00",19800,"Medi Physics Inc. dba GE Healthcare","USD"
"2015-02-01 00:00:00+00",1104,"MP Biomedicals","USD"
"2015-02-01 00:00:00+00",0,"Platelet Immunology Lab","CAD"
"2015-02-01 00:00:00+00",12000,"Shanghai Xinke","USD"
"2015-02-01 00:00:00+00",30000,"Theragenics","USD"
"2015-02-01 00:00:00+00",0,"Valliant Group","CAD"
"2015-03-01 00:00:00+00",100,"AtomVie","CAD"
"2015-03-01 00:00:00+00",8000,"Bebig","USD"
"2015-03-01 00:00:00+00",17500,"Best","USD"
"2015-03-01 00:00:00+00",92460,"BZ","USD"
"2015-03-01 00:00:00+00",750,"Cisbio","USD"
"2015-03-01 00:00:00+00",0,"Core Oncology","USD"
"2015-03-01 00:00:00+00",19200,"IsoAid","USD"
"2015-03-01 00:00:00+00",1200,"Iso-Ray - Anazao Health","USD"
"2015-03-01 00:00:00+00",0,"IsoRay Medical","USD"
"2015-03-01 00:00:00+00",6820,"IsoSolutions - Jaco","USD"
"2015-03-01 00:00:00+00",17451,"IsoSolutions - Seeds Medical","USD"
"2015-03-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2015-03-01 00:00:00+00",3600,"Laboratorios Bacon S.A.","USD"
"2015-03-01 00:00:00+00",19800,"Medi Physics Inc. dba GE Healthcare","USD"
"2015-03-01 00:00:00+00",1104,"MP Biomedicals","USD"
"2015-03-01 00:00:00+00",0,"Platelet Immunology Lab","CAD"
"2015-03-01 00:00:00+00",6125,"Shanghai Maoyong Isotope Tech Co. Ltd","USD"
"2015-03-01 00:00:00+00",36000,"Shanghai Xinke","USD"
"2015-03-01 00:00:00+00",50000,"Theragenics","USD"
"2015-03-01 00:00:00+00",0,"Valliant Group","CAD"
"2015-03-01 00:00:00+00",550,"ViTrax","USD"
"2015-04-01 00:00:00+00",1200,"Anazao Health","USD"
"2015-04-01 00:00:00+00",100,"AtomVie","CAD"
"2015-04-01 00:00:00+00",6000,"Bebig","USD"
"2015-04-01 00:00:00+00",10000,"Best","USD"
"2015-04-01 00:00:00+00",72360,"BZ","USD"
"2015-04-01 00:00:00+00",750,"Cisbio","USD"
"2015-04-01 00:00:00+00",24000,"IsoAid","USD"
"2015-04-01 00:00:00+00",0,"IsoSolutions","USD"
"2015-04-01 00:00:00+00",6820,"IsoSolutions - Jaco","USD"
"2015-04-01 00:00:00+00",17451,"IsoSolutions - Seeds Medical","USD"
"2015-04-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2015-04-01 00:00:00+00",3600,"Laboratorios Bacon S.A.","USD"
"2015-04-01 00:00:00+00",19800,"Medi Physics Inc. dba GE Healthcare","USD"
"2015-04-01 00:00:00+00",6125,"Shanghai Maoyong Isotope Tech Co. Ltd","USD"
"2015-04-01 00:00:00+00",36000,"Shanghai Xinke","USD"
"2015-04-01 00:00:00+00",40000,"Theragenics","USD"
"2015-04-01 00:00:00+00",0,"Valliant Group","CAD"
"2015-05-01 00:00:00+00",75,"AtomVie","CAD"
"2015-05-01 00:00:00+00",8000,"Bebig","USD"
"2015-05-01 00:00:00+00",10000,"Best","USD"
"2015-05-01 00:00:00+00",72360,"BZ","USD"
"2015-05-01 00:00:00+00",750,"Cisbio","USD"
"2015-05-01 00:00:00+00",19200,"IsoAid","USD"
"2015-05-01 00:00:00+00",1200,"Iso-Ray - Anazao Health","USD"
"2015-05-01 00:00:00+00",13640,"IsoSolutions - Jaco","USD"
"2015-05-01 00:00:00+00",17451,"IsoSolutions - Seeds Medical","USD"
"2015-05-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2015-05-01 00:00:00+00",3600,"Laboratorios Bacon S.A.","USD"
"2015-05-01 00:00:00+00",17600,"Medi Physics Inc. dba GE Healthcare","USD"
"2015-05-01 00:00:00+00",2400,"MP Biomedicals","USD"
"2015-05-01 00:00:00+00",0,"Platelet Immunology Lab","CAD"
"2015-05-01 00:00:00+00",6125,"Shanghai Maoyong Isotope Tech Co. Ltd","USD"
"2015-05-01 00:00:00+00",36000,"Shanghai Xinke","USD"
"2015-05-01 00:00:00+00",40000,"Theragenics","USD"
"2015-05-01 00:00:00+00",750,"U of Southern California","USD"
"2015-05-01 00:00:00+00",550,"ViTrax","USD"
"2015-06-01 00:00:00+00",150,"AtomVie","CAD"
"2015-06-01 00:00:00+00",8000,"Bebig","USD"
"2015-06-01 00:00:00+00",15000,"Best","USD"
"2015-06-01 00:00:00+00",72360,"BZ","USD"
"2015-06-01 00:00:00+00",750,"Cisbio","USD"
"2015-06-01 00:00:00+00",750,"Immunotech","USD"
"2015-06-01 00:00:00+00",24000,"IsoAid","USD"
"2015-06-01 00:00:00+00",17451,"IsoSolutions - Seeds Medical","USD"
"2015-06-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2015-06-01 00:00:00+00",3600,"Laboratorios Bacon S.A.","USD"
"2015-06-01 00:00:00+00",48400,"Medi Physics Inc. dba GE Healthcare","USD"
"2015-06-01 00:00:00+00",0,"Molecular Medicine","CAD"
"2015-06-01 00:00:00+00",3600,"MP Biomedicals","USD"
"2015-06-01 00:00:00+00",0,"Pathology & Molecular Medicine","CAD"
"2015-06-01 00:00:00+00",600,"Reflex Industries, Inc","USD"
"2015-06-01 00:00:00+00",6125,"Shanghai Maoyong Isotope Tech Co. Ltd","USD"
"2015-06-01 00:00:00+00",36000,"Shanghai Xinke","USD"
"2015-06-01 00:00:00+00",40000,"Theragenics","USD"
"2015-06-01 00:00:00+00",1500,"U of Southern California","USD"
"2015-06-01 00:00:00+00",0,"Valliant Group","CAD"
"2015-07-01 00:00:00+00",75,"AtomVie","CAD"
"2015-07-01 00:00:00+00",8000,"Bebig","USD"
"2015-07-01 00:00:00+00",20000,"Best","USD"
"2015-07-01 00:00:00+00",92460,"BZ","USD"
"2015-07-01 00:00:00+00",1500,"Cisbio","USD"
"2015-07-01 00:00:00+00",19200,"IsoAid","USD"
"2015-07-01 00:00:00+00",17451,"IsoSolutions - Seeds Medical","USD"
"2015-07-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2015-07-01 00:00:00+00",3600,"Laboratorios Bacon S.A.","USD"
"2015-07-01 00:00:00+00",73500,"Medi Physics Inc. dba GE Healthcare","USD"
"2015-07-01 00:00:00+00",2400,"MP Biomedicals","USD"
"2015-07-01 00:00:00+00",0,"Platelet Immunology Lab","CAD"
"2015-07-01 00:00:00+00",36000,"Shanghai Xinke","USD"
"2015-07-01 00:00:00+00",40000,"Theragenics","USD"
"2015-07-01 00:00:00+00",0,"Valliant Group","CAD"
"2015-07-01 00:00:00+00",550,"ViTrax","USD"
"2015-08-01 00:00:00+00",16000,"Bebig","USD"
"2015-08-01 00:00:00+00",17500,"Best","USD"
"2015-08-01 00:00:00+00",108540,"BZ","USD"
"2015-08-01 00:00:00+00",28800,"IsoAid","USD"
"2015-08-01 00:00:00+00",34902,"IsoSolutions - Seeds Medical","USD"
"2015-08-01 00:00:00+00",1200,"Iso-Tex Diagnostics","USD"
"2015-08-01 00:00:00+00",73500,"Medi Physics Inc. dba GE Healthcare","USD"
"2015-08-01 00:00:00+00",0,"Molecular Medicine","CAD"
"2015-08-01 00:00:00+00",1200,"MP Biomedicals","USD"
"2015-08-01 00:00:00+00",0,"Platelet Immunology Lab","CAD"
"2015-08-01 00:00:00+00",6125,"Shanghai Maoyong Isotope Tech Co. Ltd","USD"
"2015-08-01 00:00:00+00",48000,"Shanghai Xinke","USD"
"2015-08-01 00:00:00+00",50000,"Theragenics","USD"
"2015-08-01 00:00:00+00",600,"University of Utah","USD"
"2015-08-01 00:00:00+00",750,"U of Southern California","USD"
"2015-08-01 00:00:00+00",0,"Valliant Group","CAD"
"2015-09-01 00:00:00+00",12500,"Best","USD"
"2015-09-01 00:00:00+00",1500,"Cisbio","USD"
"2015-09-01 00:00:00+00",14400,"IsoAid","USD"
"2015-09-01 00:00:00+00",3600,"Laboratorios Bacon S.A.","USD"
"2015-09-01 00:00:00+00",44100,"Medi Physics Inc. dba GE Healthcare","USD"
"2015-09-01 00:00:00+00",6125,"Shanghai Maoyong Isotope Tech Co. Ltd","USD"
"2015-09-01 00:00:00+00",24000,"Shanghai Xinke","USD"
"2015-09-01 00:00:00+00",37500,"Theragenics","USD"
"2015-10-01 00:00:00+00",16000,"Bebig","USD"
"2015-10-01 00:00:00+00",15000,"Best","USD"
"2015-10-01 00:00:00+00",92460,"BZ","USD"
"2015-10-01 00:00:00+00",19200,"IsoAid","USD"
"2015-10-01 00:00:00+00",1200,"Iso-Ray - Anazao Health","USD"
"2015-10-01 00:00:00+00",1002,"IsoSolutions - Jaco","USD"
"2015-10-01 00:00:00+00",17451,"IsoSolutions - Seeds Medical","USD"
"2015-10-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2015-10-01 00:00:00+00",3600,"Laboratorios Bacon S.A.","USD"
"2015-10-01 00:00:00+00",66600,"Medi Physics Inc. dba GE Healthcare","USD"
"2015-10-01 00:00:00+00",1200,"MP Biomedicals","USD"
"2015-10-01 00:00:00+00",6125,"Shanghai Maoyong Isotope Tech Co. Ltd","USD"
"2015-10-01 00:00:00+00",36000,"Shanghai Xinke","USD"
"2015-10-01 00:00:00+00",40000,"Theragenics","USD"
"2015-10-01 00:00:00+00",550,"ViTrax","USD"
"2015-11-01 00:00:00+00",8000,"Bebig","USD"
"2015-11-01 00:00:00+00",17500,"Best","USD"
"2015-11-01 00:00:00+00",72360,"BZ","USD"
"2015-11-01 00:00:00+00",1500,"Cisbio","USD"
"2015-11-01 00:00:00+00",6750,"GNS Science","USD"
"2015-11-01 00:00:00+00",19200,"IsoAid","USD"
"2015-11-01 00:00:00+00",1200,"Iso-Ray - Anazao Health","USD"
"2015-11-01 00:00:00+00",6820,"IsoSolutions - Jaco","USD"
"2015-11-01 00:00:00+00",17451,"IsoSolutions - Seeds Medical","USD"
"2015-11-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2015-11-01 00:00:00+00",3600,"Laboratorios Bacon S.A.","USD"
"2015-11-01 00:00:00+00",45600,"Medi Physics Inc. dba GE Healthcare","USD"
"2015-11-01 00:00:00+00",2400,"MP Biomedicals","USD"
"2015-11-01 00:00:00+00",0,"Platelet Immunology Lab","CAD"
"2015-11-01 00:00:00+00",6125,"Shanghai Maoyong Isotope Tech Co. Ltd","USD"
"2015-11-01 00:00:00+00",36000,"Shanghai Xinke","USD"
"2015-11-01 00:00:00+00",50000,"Theragenics","USD"
"2015-12-01 00:00:00+00",-2000.0,"Bebig","USD"
"2015-12-01 00:00:00+00",15000,"Best","USD"
"2015-12-01 00:00:00+00",60300,"BZ","USD"
"2015-12-01 00:00:00+00",750,"Cellectar Biosciences Inc","USD"
"2015-12-01 00:00:00+00",19200,"IsoAid","USD"
"2015-12-01 00:00:00+00",6820,"IsoSolutions - Jaco","USD"
"2015-12-01 00:00:00+00",17451,"IsoSolutions - Seeds Medical","USD"
"2015-12-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2015-12-01 00:00:00+00",1250,"Jiangsu Huayi Technology Co. Ltd","USD"
"2015-12-01 00:00:00+00",48300,"Medi Physics Inc. dba GE Healthcare","USD"
"2015-12-01 00:00:00+00",1200,"MP Biomedicals","USD"
"2015-12-01 00:00:00+00",0,"National Institute of Stds & Tech","USD"
"2015-12-01 00:00:00+00",36000,"Shanghai Xinke","USD"
"2015-12-01 00:00:00+00",32500,"Theragenics","USD"
"2015-12-01 00:00:00+00",550,"ViTrax","USD"
"2016-01-01 00:00:00+00",8000,"Bebig","USD"
"2016-01-01 00:00:00+00",15000,"Best","USD"
"2016-01-01 00:00:00+00",48240,"BZ","USD"
"2016-01-01 00:00:00+00",750,"Cellectar Biosciences Inc","USD"
"2016-01-01 00:00:00+00",1500,"Cisbio","USD"
"2016-01-01 00:00:00+00",14400,"IsoAid","USD"
"2016-01-01 00:00:00+00",17451,"IsoSolutions - Seeds Medical","USD"
"2016-01-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2016-01-01 00:00:00+00",3600,"Laboratorios Bacon S.A.","USD"
"2016-01-01 00:00:00+00",63800,"Medi Physics Inc. dba GE Healthcare","USD"
"2016-01-01 00:00:00+00",0,"Molecular Medicine","CAD"
"2016-01-01 00:00:00+00",0,"Platelet Immunology Lab","CAD"
"2016-01-01 00:00:00+00",24000,"Shanghai Xinke","USD"
"2016-01-01 00:00:00+00",37500,"Theragenics","USD"
"2016-01-01 00:00:00+00",750,"U of Southern California","USD"
"2016-01-01 00:00:00+00",0,"Valliant Group","CAD"
"2016-02-01 00:00:00+00",8000,"Bebig","USD"
"2016-02-01 00:00:00+00",22500,"Best","USD"
"2016-02-01 00:00:00+00",72360,"BZ","USD"
"2016-02-01 00:00:00+00",750,"Cisbio","USD"
"2016-02-01 00:00:00+00",19200,"IsoAid","USD"
"2016-02-01 00:00:00+00",11613,"IsoSolutions - Jaco","USD"
"2016-02-01 00:00:00+00",17451,"IsoSolutions - Seeds Medical","USD"
"2016-02-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2016-02-01 00:00:00+00",1875,"Jiangsu Huayi Technology Co. Ltd","USD"
"2016-02-01 00:00:00+00",3600,"Laboratorios Bacon S.A.","USD"
"2016-02-01 00:00:00+00",59100,"Medi Physics Inc. dba GE Healthcare","USD"
"2016-02-01 00:00:00+00",1200,"MP Biomedicals","USD"
"2016-02-01 00:00:00+00",24000,"Shanghai Xinke","USD"
"2016-02-01 00:00:00+00",62500,"Theragenics","USD"
"2016-03-01 00:00:00+00",50,"AtomVie","CAD"
"2016-03-01 00:00:00+00",8000,"Bebig","USD"
"2016-03-01 00:00:00+00",20000,"Best","USD"
"2016-03-01 00:00:00+00",82410,"BZ","USD"
"2016-03-01 00:00:00+00",0,"Chemical Engineering","CAD"
"2016-03-01 00:00:00+00",500,"Cisbio","USD"
"2016-03-01 00:00:00+00",24000,"IsoAid","USD"
"2016-03-01 00:00:00+00",6968,"IsoSolutions - Jaco","USD"
"2016-03-01 00:00:00+00",17451,"IsoSolutions - Seeds Medical","USD"
"2016-03-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2016-03-01 00:00:00+00",3600,"Laboratorios Bacon S.A.","USD"
"2016-03-01 00:00:00+00",52800,"Medi Physics Inc. dba GE Healthcare","USD"
"2016-03-01 00:00:00+00",0,"Molecular Medicine","CAD"
"2016-03-01 00:00:00+00",2400,"MP Biomedicals","USD"
"2016-03-01 00:00:00+00",0,"Platelet Immunology Lab","CAD"
"2016-03-01 00:00:00+00",24500,"Shanghai Maoyong Isotope Tech Co. Ltd","USD"
"2016-03-01 00:00:00+00",48000,"Shanghai Xinke","USD"
"2016-03-01 00:00:00+00",50000,"Theragenics","USD"
"2016-03-01 00:00:00+00",0,"Valliant Group","CAD"
"2016-04-01 00:00:00+00",8000,"Bebig","USD"
"2016-04-01 00:00:00+00",20000,"Best","USD"
"2016-04-01 00:00:00+00",72360,"BZ","USD"
"2016-04-01 00:00:00+00",750,"Cisbio","USD"
"2016-04-01 00:00:00+00",19200,"IsoAid","USD"
"2016-04-01 00:00:00+00",18582,"IsoSolutions - Jaco","USD"
"2016-04-01 00:00:00+00",600,"Iso-Tex Diagnostics","USD"
"2016-04-01 00:00:00+00",3600,"Laboratorios Bacon S.A.","USD"
"2016-04-01 00:00:00+00",55000,"Medi Physics Inc. dba GE Healthcare","USD"
